Province,Date,Value
Saskatchewan,1/1/1995,54.7
Alberta,1/1/1995,45
Alberta,1/1/1995,47.5
British Columbia,1/1/1995,56.3
British Columbia,1/1/1995,49.6
Yukon,1/1/1995,59.7
Northwest Territories,1/1/1995,66.8
Newfoundland and Labrador,2/1/1995,60.1
Prince Edward Island,2/1/1995,57.6
Nova Scotia,2/1/1995,50.7
New Brunswick,2/1/1995,53.9
Quebec,2/1/1995,57
Quebec,2/1/1995,55.1
Ottawa-Gatineau,2/1/1995,53.1
Ontario,2/1/1995,50.4
Ontario,2/1/1995,52.4
Manitoba,2/1/1995,52.8
Saskatchewan,2/1/1995,55.9
Saskatchewan,2/1/1995,52.5
Alberta,2/1/1995,45.7
Alberta,2/1/1995,48.5
British Columbia,2/1/1995,54.7
British Columbia,2/1/1995,50.7
Yukon,2/1/1995,60.3
Northwest Territories,2/1/1995,66.8
Newfoundland and Labrador,3/1/1995,61.5
Prince Edward Island,3/1/1995,59.3
Nova Scotia,3/1/1995,55.1
New Brunswick,3/1/1995,55.8
Quebec,3/1/1995,58
Quebec,3/1/1995,54.1
Ottawa-Gatineau,3/1/1995,53.8
Ontario,3/1/1995,49.9
Ontario,3/1/1995,55.6
Manitoba,3/1/1995,54.3
Saskatchewan,3/1/1995,57.2
Saskatchewan,3/1/1995,57.5
Alberta,3/1/1995,47.9
Alberta,3/1/1995,50.2
British Columbia,3/1/1995,58.1
British Columbia,3/1/1995,51.1
Yukon,3/1/1995,62.3
Northwest Territories,3/1/1995,68
Newfoundland and Labrador,4/1/1995,61.5
Prince Edward Island,4/1/1995,59.2
Nova Scotia,4/1/1995,53.7
New Brunswick,4/1/1995,55.7
Quebec,4/1/1995,60.2
Quebec,4/1/1995,58.4
Ottawa-Gatineau,4/1/1995,55.8
Ontario,4/1/1995,52.3
Ontario,4/1/1995,57.6
Manitoba,4/1/1995,54.4
Saskatchewan,4/1/1995,58
Saskatchewan,4/1/1995,58.5
Alberta,4/1/1995,50.9
Alberta,4/1/1995,51.8
British Columbia,4/1/1995,59.1
British Columbia,4/1/1995,55.4
Yukon,4/1/1995,62.1
Northwest Territories,4/1/1995,68
Newfoundland and Labrador,5/1/1995,65.9
Prince Edward Island,5/1/1995,59.6
Nova Scotia,5/1/1995,58
New Brunswick,5/1/1995,59
Quebec,5/1/1995,61.9
Quebec,5/1/1995,60.9
Ottawa-Gatineau,5/1/1995,58
Ontario,5/1/1995,56.3
Ontario,5/1/1995,60.8
Manitoba,5/1/1995,58.5
Saskatchewan,5/1/1995,61.2
Saskatchewan,5/1/1995,62.5
Alberta,5/1/1995,52.4
Alberta,5/1/1995,54.8
British Columbia,5/1/1995,59.9
British Columbia,5/1/1995,56.5
Yukon,5/1/1995,62.1
Northwest Territories,5/1/1995,69.7
Newfoundland and Labrador,6/1/1995,65.9
Prince Edward Island,6/1/1995,60.1
Nova Scotia,6/1/1995,57.3
New Brunswick,6/1/1995,59
Quebec,6/1/1995,61.6
Quebec,6/1/1995,58.5
Ottawa-Gatineau,6/1/1995,56.8
Ontario,6/1/1995,57
Ontario,6/1/1995,62.7
Manitoba,6/1/1995,57
Saskatchewan,6/1/1995,61
Saskatchewan,6/1/1995,60.2
Alberta,6/1/1995,49.3
Alberta,6/1/1995,53.7
British Columbia,6/1/1995,59.9
British Columbia,6/1/1995,55.8
Yukon,6/1/1995,64.9
Northwest Territories,6/1/1995,71.8
Newfoundland and Labrador,7/1/1995,65.9
Prince Edward Island,7/1/1995,60.5
Nova Scotia,7/1/1995,57.2
New Brunswick,7/1/1995,59
Quebec,7/1/1995,57.5
Quebec,7/1/1995,57.6
Ottawa-Gatineau,7/1/1995,54.5
Ontario,7/1/1995,54.3
Ontario,7/1/1995,59.3
Manitoba,7/1/1995,56.8
Saskatchewan,7/1/1995,58.9
Saskatchewan,7/1/1995,61.1
Alberta,7/1/1995,49.7
Alberta,7/1/1995,51.1
British Columbia,7/1/1995,59.9
British Columbia,7/1/1995,56.6
Yukon,7/1/1995,64.9
Northwest Territories,7/1/1995,72.2
Newfoundland and Labrador,8/1/1995,64.7
Prince Edward Island,8/1/1995,60.4
Nova Scotia,8/1/1995,54.9
New Brunswick,8/1/1995,57.6
Quebec,8/1/1995,54.7
Quebec,8/1/1995,56.6
Ottawa-Gatineau,8/1/1995,54.1
Ontario,8/1/1995,51.3
Ontario,8/1/1995,57.8
Manitoba,8/1/1995,54.9
Saskatchewan,8/1/1995,58.9
Saskatchewan,8/1/1995,59.9
Alberta,8/1/1995,45.9
Alberta,8/1/1995,48.9
British Columbia,8/1/1995,59.9
British Columbia,8/1/1995,56.5
Yukon,8/1/1995,64.9
Northwest Territories,8/1/1995,71.8
Newfoundland and Labrador,9/1/1995,62.9
Prince Edward Island,9/1/1995,60.2
Nova Scotia,9/1/1995,51.2
New Brunswick,9/1/1995,54.9
Quebec,9/1/1995,57.6
Quebec,9/1/1995,58.1
Ottawa-Gatineau,9/1/1995,55
Ontario,9/1/1995,53.4
Ontario,9/1/1995,56.3
Manitoba,9/1/1995,54
Saskatchewan,9/1/1995,56.9
Saskatchewan,9/1/1995,57.9
Alberta,9/1/1995,46.9
Alberta,9/1/1995,48.6
British Columbia,9/1/1995,58.9
British Columbia,9/1/1995,56.5
Yukon,9/1/1995,64.9
Northwest Territories,9/1/1995,71.8
Newfoundland and Labrador,10/1/1995,62.6
Prince Edward Island,10/1/1995,60.1
Nova Scotia,10/1/1995,53.6
New Brunswick,10/1/1995,54.4
Quebec,10/1/1995,57
Quebec,10/1/1995,53.8
Ottawa-Gatineau,10/1/1995,53.5
Ontario,10/1/1995,52.2
Ontario,10/1/1995,58
Manitoba,10/1/1995,53.9
Saskatchewan,10/1/1995,56.9
Saskatchewan,10/1/1995,56.3
Alberta,10/1/1995,46.2
Alberta,10/1/1995,49.9
British Columbia,10/1/1995,58.4
British Columbia,10/1/1995,56.5
Yukon,10/1/1995,64.9
Northwest Territories,10/1/1995,71.8
Newfoundland and Labrador,11/1/1995,60.9
Prince Edward Island,11/1/1995,59.2
Nova Scotia,11/1/1995,53.8
New Brunswick,11/1/1995,53.9
Quebec,11/1/1995,56.8
Quebec,11/1/1995,54.5
Ottawa-Gatineau,11/1/1995,47.4
Ontario,11/1/1995,50.2
Ontario,11/1/1995,55.7
Manitoba,11/1/1995,53.3
Saskatchewan,11/1/1995,53.9
Saskatchewan,11/1/1995,55.9
Alberta,11/1/1995,46.1
Alberta,11/1/1995,48.7
British Columbia,11/1/1995,58.3
British Columbia,11/1/1995,56.5
Yukon,11/1/1995,64.9
Northwest Territories,11/1/1995,71.8
Newfoundland and Labrador,12/1/1995,60.9
Prince Edward Island,12/1/1995,57.8
Nova Scotia,12/1/1995,54.5
New Brunswick,12/1/1995,55.1
Quebec,12/1/1995,59.8
Quebec,12/1/1995,59.4
Ottawa-Gatineau,12/1/1995,51.6
Ontario,12/1/1995,52.1
Ontario,12/1/1995,51.7
Manitoba,12/1/1995,52.9
Saskatchewan,12/1/1995,55.9
Saskatchewan,12/1/1995,56.8
Alberta,12/1/1995,44.8
Alberta,12/1/1995,46.1
British Columbia,12/1/1995,57.8
British Columbia,12/1/1995,56.5
Yukon,12/1/1995,64.9
Northwest Territories,12/1/1995,71.8
Newfoundland and Labrador,1/1/1996,60.9
Prince Edward Island,1/1/1996,57.7
Nova Scotia,1/1/1996,54.5
New Brunswick,1/1/1996,53.5
Quebec,1/1/1996,57.8
Quebec,1/1/1996,60.1
Ottawa-Gatineau,1/1/1996,51.4
Ontario,1/1/1996,53
Ontario,1/1/1996,56.6
Manitoba,1/1/1996,52.9
Saskatchewan,1/1/1996,54.4
Saskatchewan,1/1/1996,56.7
Alberta,1/1/1996,43.4
Alberta,1/1/1996,46.7
British Columbia,1/1/1996,54.2
British Columbia,1/1/1996,55
Yukon,1/1/1996,65.3
Northwest Territories,1/1/1996,71.8
Newfoundland and Labrador,2/1/1996,59.8
Prince Edward Island,2/1/1996,57.7
Nova Scotia,2/1/1996,53.3
New Brunswick,2/1/1996,50.7
Quebec,2/1/1996,58.2
Quebec,2/1/1996,58.9
Ottawa-Gatineau,2/1/1996,52
Ontario,2/1/1996,51.8
Ontario,2/1/1996,55.3
Manitoba,2/1/1996,52.9
Saskatchewan,2/1/1996,55.9
Saskatchewan,2/1/1996,56.9
Alberta,2/1/1996,43.9
Alberta,2/1/1996,47.3
British Columbia,2/1/1996,55.8
British Columbia,2/1/1996,54.9
Yukon,2/1/1996,63.1
Northwest Territories,2/1/1996,71.8
Newfoundland and Labrador,3/1/1996,59.1
Prince Edward Island,3/1/1996,58.4
Nova Scotia,3/1/1996,47.2
New Brunswick,3/1/1996,51.9
Quebec,3/1/1996,57.2
Quebec,3/1/1996,59.5
Ottawa-Gatineau,3/1/1996,52.8
Ontario,3/1/1996,55.2
Ontario,3/1/1996,57.1
Manitoba,3/1/1996,55.9
Saskatchewan,3/1/1996,57.9
Saskatchewan,3/1/1996,59.5
Alberta,3/1/1996,50.4
Alberta,3/1/1996,50.3
British Columbia,3/1/1996,56.6
British Columbia,3/1/1996,54.6
Yukon,3/1/1996,61.9
Northwest Territories,3/1/1996,71.8
Newfoundland and Labrador,4/1/1996,61.8
Prince Edward Island,4/1/1996,59.2
Nova Scotia,4/1/1996,52.1
New Brunswick,4/1/1996,54.9
Quebec,4/1/1996,62
Quebec,4/1/1996,59.5
Ottawa-Gatineau,4/1/1996,57.2
Ontario,4/1/1996,58
Ontario,4/1/1996,62.7
Manitoba,4/1/1996,56.9
Saskatchewan,4/1/1996,58.9
Saskatchewan,4/1/1996,61.7
Alberta,4/1/1996,50.9
Alberta,4/1/1996,53.7
British Columbia,4/1/1996,60.1
British Columbia,4/1/1996,58.7
Yukon,4/1/1996,64.9
Northwest Territories,4/1/1996,71.8
Newfoundland and Labrador,5/1/1996,63.9
Prince Edward Island,5/1/1996,59.5
Nova Scotia,5/1/1996,60.9
New Brunswick,5/1/1996,56.4
Quebec,5/1/1996,68.4
Quebec,5/1/1996,67.5
Ottawa-Gatineau,5/1/1996,59.3
Ontario,5/1/1996,59.6
Ontario,5/1/1996,65
Manitoba,5/1/1996,59.7
Saskatchewan,5/1/1996,60.5
Saskatchewan,5/1/1996,62.9
Alberta,5/1/1996,52.8
Alberta,5/1/1996,54.8
British Columbia,5/1/1996,64.6
British Columbia,5/1/1996,61.9
Yukon,5/1/1996,67.9
Northwest Territories,5/1/1996,74.1
Newfoundland and Labrador,6/1/1996,63.7
Prince Edward Island,6/1/1996,59.8
Nova Scotia,6/1/1996,57
New Brunswick,6/1/1996,55.6
Quebec,6/1/1996,65.6
Quebec,6/1/1996,63.9
Ottawa-Gatineau,6/1/1996,55.4
Ontario,6/1/1996,56.6
Ontario,6/1/1996,64
Manitoba,6/1/1996,57.8
Saskatchewan,6/1/1996,58.9
Saskatchewan,6/1/1996,61.9
Alberta,6/1/1996,49.4
Alberta,6/1/1996,53.6
British Columbia,6/1/1996,64.8
British Columbia,6/1/1996,61.6
Yukon,6/1/1996,67.9
Northwest Territories,6/1/1996,74.1
Newfoundland and Labrador,7/1/1996,56.4
Prince Edward Island,7/1/1996,58.8
Nova Scotia,7/1/1996,52
New Brunswick,7/1/1996,52.7
Quebec,7/1/1996,55.7
Quebec,7/1/1996,57.6
Ottawa-Gatineau,7/1/1996,54.5
Ontario,7/1/1996,55.8
Ontario,7/1/1996,62.6
Manitoba,7/1/1996,57.2
Saskatchewan,7/1/1996,58.9
Saskatchewan,7/1/1996,61.2
Alberta,7/1/1996,50.3
Alberta,7/1/1996,52.9
British Columbia,7/1/1996,60.2
British Columbia,7/1/1996,59.9
Yukon,7/1/1996,67.9
Northwest Territories,7/1/1996,73.7
Newfoundland and Labrador,8/1/1996,57.9
Prince Edward Island,8/1/1996,58.7
Nova Scotia,8/1/1996,50.5
New Brunswick,8/1/1996,56.5
Quebec,8/1/1996,59.1
Quebec,8/1/1996,58.4
Ottawa-Gatineau,8/1/1996,54.2
Ontario,8/1/1996,55.6
Ontario,8/1/1996,61.2
Manitoba,8/1/1996,56.8
Saskatchewan,8/1/1996,58.9
Saskatchewan,8/1/1996,59.9
Alberta,8/1/1996,49.8
Alberta,8/1/1996,52.5
British Columbia,8/1/1996,60
British Columbia,8/1/1996,56
Yukon,8/1/1996,67.9
Northwest Territories,8/1/1996,73.7
Newfoundland and Labrador,9/1/1996,62.9
Prince Edward Island,9/1/1996,58.7
Nova Scotia,9/1/1996,54.5
New Brunswick,9/1/1996,55.4
Quebec,9/1/1996,58.2
Quebec,9/1/1996,57.4
Ottawa-Gatineau,9/1/1996,55.8
Ontario,9/1/1996,56.4
Ontario,9/1/1996,60.3
Manitoba,9/1/1996,57.9
Saskatchewan,9/1/1996,61.9
Saskatchewan,9/1/1996,62.6
Alberta,9/1/1996,52.3
Alberta,9/1/1996,53.3
British Columbia,9/1/1996,61.3
British Columbia,9/1/1996,59.5
Yukon,9/1/1996,67.9
Northwest Territories,9/1/1996,73.7
Newfoundland and Labrador,10/1/1996,62.9
Prince Edward Island,10/1/1996,58.7
Nova Scotia,10/1/1996,57.8
New Brunswick,10/1/1996,57.5
Quebec,10/1/1996,61.8
Quebec,10/1/1996,61.6
Ottawa-Gatineau,10/1/1996,55.3
Ontario,10/1/1996,56.7
Ontario,10/1/1996,61.8
Manitoba,10/1/1996,57.9
Saskatchewan,10/1/1996,61.9
Saskatchewan,10/1/1996,62.9
Alberta,10/1/1996,50.2
Alberta,10/1/1996,51.7
British Columbia,10/1/1996,60
British Columbia,10/1/1996,59.5
Yukon,10/1/1996,69.9
Northwest Territories,10/1/1996,74.1
Newfoundland and Labrador,11/1/1996,62.9
Prince Edward Island,11/1/1996,61.4
Nova Scotia,11/1/1996,59
New Brunswick,11/1/1996,58.7
Quebec,11/1/1996,62.2
Quebec,11/1/1996,59.9
Ottawa-Gatineau,11/1/1996,56.4
Ontario,11/1/1996,57.6
Ontario,11/1/1996,63.8
Manitoba,11/1/1996,56.6
Saskatchewan,11/1/1996,60.5
Saskatchewan,11/1/1996,61.9
Alberta,11/1/1996,49.6
Alberta,11/1/1996,51
British Columbia,11/1/1996,57.5
British Columbia,11/1/1996,57.9
Yukon,11/1/1996,69.9
Northwest Territories,11/1/1996,74
Newfoundland and Labrador,12/1/1996,64.6
Prince Edward Island,12/1/1996,61.2
Nova Scotia,12/1/1996,58.4
New Brunswick,12/1/1996,57.9
Quebec,12/1/1996,61.5
Quebec,12/1/1996,62.5
Ottawa-Gatineau,12/1/1996,56.4
Ontario,12/1/1996,57.2
Ontario,12/1/1996,63.8
Manitoba,12/1/1996,59.9
Saskatchewan,12/1/1996,62.5
Saskatchewan,12/1/1996,61.9
Alberta,12/1/1996,52
Alberta,12/1/1996,52.4
British Columbia,12/1/1996,55.9
British Columbia,12/1/1996,54.9
Yukon,12/1/1996,69.6
Northwest Territories,12/1/1996,74
Newfoundland and Labrador,1/1/1997,64.6
Prince Edward Island,1/1/1997,62.7
Nova Scotia,1/1/1997,57.9
New Brunswick,1/1/1997,58.5
Quebec,1/1/1997,63.3
Quebec,1/1/1997,63.1
Ottawa-Gatineau,1/1/1997,57.2
Ontario,1/1/1997,56.7
Ontario,1/1/1997,63.7
Manitoba,1/1/1997,58.1
Saskatchewan,1/1/1997,59.1
Saskatchewan,1/1/1997,62.1
Alberta,1/1/1997,51.2
Alberta,1/1/1997,52.8
British Columbia,1/1/1997,58
British Columbia,1/1/1997,56.4
Yukon,1/1/1997,66.4
Northwest Territories,1/1/1997,74
Newfoundland and Labrador,2/1/1997,64.6
Prince Edward Island,2/1/1997,62.7
Nova Scotia,2/1/1997,57.9
New Brunswick,2/1/1997,58.8
Quebec,2/1/1997,64.6
Quebec,2/1/1997,64.2
Ottawa-Gatineau,2/1/1997,56.8
Ontario,2/1/1997,57.5
Ontario,2/1/1997,63.7
Manitoba,2/1/1997,59
Saskatchewan,2/1/1997,60
Saskatchewan,2/1/1997,62.5
Alberta,2/1/1997,54
Alberta,2/1/1997,55
British Columbia,2/1/1997,60.2
British Columbia,2/1/1997,59.9
Yukon,2/1/1997,66.1
Northwest Territories,2/1/1997,73.9
Newfoundland and Labrador,3/1/1997,64.6
Prince Edward Island,3/1/1997,63.1
Nova Scotia,3/1/1997,57.9
New Brunswick,3/1/1997,58.7
Quebec,3/1/1997,62.7
Quebec,3/1/1997,61.4
Ottawa-Gatineau,3/1/1997,56.7
Ontario,3/1/1997,56.3
Ontario,3/1/1997,63.7
Manitoba,3/1/1997,58.6
Saskatchewan,3/1/1997,61.8
Saskatchewan,3/1/1997,61.9
Alberta,3/1/1997,53.3
Alberta,3/1/1997,54.2
British Columbia,3/1/1997,60
British Columbia,3/1/1997,59.6
Yukon,3/1/1997,67.1
Northwest Territories,3/1/1997,73.9
Newfoundland and Labrador,4/1/1997,69.5
Prince Edward Island,4/1/1997,63.5
Nova Scotia,4/1/1997,61.5
New Brunswick,4/1/1997,62.8
Quebec,4/1/1997,60.1
Quebec,4/1/1997,60.3
Ottawa-Gatineau,4/1/1997,53.9
Ontario,4/1/1997,55.6
Ontario,4/1/1997,63.3
Manitoba,4/1/1997,56.1
Saskatchewan,4/1/1997,60.9
Saskatchewan,4/1/1997,61.3
Alberta,4/1/1997,51.9
Alberta,4/1/1997,52.9
British Columbia,4/1/1997,58.7
British Columbia,4/1/1997,58.9
Yukon,4/1/1997,68.3
Northwest Territories,4/1/1997,73.9
Newfoundland and Labrador,5/1/1997,69
Prince Edward Island,5/1/1997,61.9
Nova Scotia,5/1/1997,60.6
New Brunswick,5/1/1997,60.9
Quebec,5/1/1997,60.7
Quebec,5/1/1997,60.5
Ottawa-Gatineau,5/1/1997,54.2
Ontario,5/1/1997,56.2
Ontario,5/1/1997,61.8
Manitoba,5/1/1997,57.9
Saskatchewan,5/1/1997,58.9
Saskatchewan,5/1/1997,59.8
Alberta,5/1/1997,52.3
Alberta,5/1/1997,53
British Columbia,5/1/1997,61.3
British Columbia,5/1/1997,58.9
Yukon,5/1/1997,68.3
Northwest Territories,5/1/1997,74.1
Newfoundland and Labrador,6/1/1997,69
Prince Edward Island,6/1/1997,60.3
Nova Scotia,6/1/1997,59.9
New Brunswick,6/1/1997,58.8
Quebec,6/1/1997,59.4
Quebec,6/1/1997,61.5
Ottawa-Gatineau,6/1/1997,53.1
Ontario,6/1/1997,55.6
Ontario,6/1/1997,64.7
Manitoba,6/1/1997,59.2
